Status,ScriptPath,TypeName,BaseTypeName,SerializedReference,ExternalCodeReferenceCount,ExternalCodeReferenceFiles,Notes
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Enemy/EnemyArchetype.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Enemy/EnemyMovementMode.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Fuel/RefuelResultType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Hangar/HangarError.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/ItemCategory.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/ItemRarity.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Market/MarketSpecializationType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Mission/MissionDifficultyBand.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Mission/MissionStatus.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Mission/MissionTag.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Mission/MissionType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Module/ModuleActivationType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Module/ModuleActiveEffectType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Module/ModuleSlotType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Module/ModuleStatType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Module/ModuleType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Npc/CombatTargetType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Npc/SystemNpcBehaviorType.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Npc/SystemNpcCombatState.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
"TYPE_NOT_RESOLVED","Assets/_Project/Scripts/Data/Enums/Npc/SystemNpcLifeState.cs","","","False","0","","MonoScript.GetClass returned null. Check filename/class-name mismatch, compile errors, multiple classes or unsupported script type."
